name,url
汉密尔顿 / Hamilton,https://movie.douban.com/subject/34961898/
永生守卫 / The Old Guard,https://movie.douban.com/subject/27009869/
隐秘的角落,https://movie.douban.com/subject/33404425/
暗黑 第三季 / Dark Season 3,https://movie.douban.com/subject/34442364/
誓血五人组 / Da 5 Bloods,https://movie.douban.com/subject/30425206/
亲爱的没想到吧,https://movie.douban.com/subject/34968941/
普罗米修斯 / Prometheus,https://movie.douban.com/subject/3771562/
真心半解 / The Half of It,https://movie.douban.com/subject/33420285/
蜂鸟 / 벌새,https://movie.douban.com/subject/30318230/
惊天营救 / Extraction,https://movie.douban.com/subject/30314127/
从不，很少，有时，总是 / Never Rarely Sometimes Always,https://movie.douban.com/subject/33411505/
悲惨世界 / Les Misérables,https://movie.douban.com/subject/33417030/
环形物语 / Tales from the Loop,https://movie.douban.com/subject/30277286/
从宫本到你 / 宮本から君へ,https://movie.douban.com/subject/30426519/
狩猎 / The Hunt,https://movie.douban.com/subject/30182726/
饥饿站台 / El hoyo,https://movie.douban.com/subject/34805219/
王国 第二季 / 킹덤 Season 2,https://movie.douban.com/subject/30306401/
我控诉 / J'accuse,https://movie.douban.com/subject/10745208/
喋血战士 / Bloodshot,https://movie.douban.com/subject/4830483/
格蕾特和韩塞尔 / Gretel & Hansel,https://movie.douban.com/subject/34807058/
绅士们 / The Gentlemen,https://movie.douban.com/subject/30211998/
列夫·朗道：娜塔莎 / DAU. Natasha,https://movie.douban.com/subject/34960201/
隐形人 / The Invisible Man,https://movie.douban.com/subject/2364086/
刺猬索尼克 / Sonic the Hedgehog,https://movie.douban.com/subject/25905044/
想见你 / 想見你,https://movie.douban.com/subject/30468961/
第92届奥斯卡颁奖典礼 / The 92nd Annual Academy Awards,https://movie.douban.com/subject/34453138/
猛禽小队和哈莉·奎茵 / Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,https://movie.douban.com/subject/30160393/
囧妈,https://movie.douban.com/subject/30306570/
多力特的奇幻冒险 / Dolittle,https://movie.douban.com/subject/27000981/
唐人街探案,https://movie.douban.com/subject/30354606/
信条 / Tenet,https://movie.douban.com/subject/30444960/
误杀,https://movie.douban.com/subject/30176393/
1917,https://movie.douban.com/subject/30252495/
朱迪 / Judy,https://movie.douban.com/subject/27179039/
理查德·朱维尔的哀歌 / Richard Jewell,https://movie.douban.com/subject/25842038/
纽约的一个雨天 / A Rainy Day in New York,https://movie.douban.com/subject/27089612/
原钻 / Uncut Gems,https://movie.douban.com/subject/27045860/
灯塔 / The Lighthouse,https://movie.douban.com/subject/30143336/
乔乔的异想世界 / Jojo Rabbit,https://movie.douban.com/subject/30170546/
叶问4：完结篇 / 葉問4：完結篇,https://movie.douban.com/subject/26885074/
猫 / Cats,https://movie.douban.com/subject/26787585/
星球大战9：天行者崛起 / Star Wars: The Rise of Skywalker,https://movie.douban.com/subject/22265687/
神奇女侠1984 / Wonder Woman 1984,https://movie.douban.com/subject/27073752/
黑寡妇 / Black Widow,https://movie.douban.com/subject/25828589/
婚姻故事 / Marriage Story,https://movie.douban.com/subject/27202818/
勇敢者游戏2：再战巅峰 / Jumanji: The Next Level,https://movie.douban.com/subject/30128985/
爱尔兰人 / The Irishman,https://movie.douban.com/subject/6981153/
热带雨,https://movie.douban.com/subject/30371819/
两只老虎,https://movie.douban.com/subject/30196805/
利刃出鞘 / Knives Out,https://movie.douban.com/subject/30318116/
地久天长,https://movie.douban.com/subject/26715636/
冰雪奇缘2 / Frozen II,https://movie.douban.com/subject/25887288/
曼达洛人 第一季 / The Mandalorian Season 1,https://movie.douban.com/subject/30344167/
别告诉她 / The Farewell,https://movie.douban.com/subject/30390144/
极速车王 / Ford v Ferrari,https://movie.douban.com/subject/6538866/
受益人,https://movie.douban.com/subject/30299311/
睡梦医生 / Doctor Sleep,https://movie.douban.com/subject/25932065/
决战中途岛 / Midway,https://movie.douban.com/subject/26786669/
闪灵 / The Shining,https://movie.douban.com/subject/1292225/
少年的你,https://movie.douban.com/subject/30166972/
终结者：黑暗命运 / Terminator: Dark Fate,https://movie.douban.com/subject/27109633/
守望者 / Watchmen,https://movie.douban.com/subject/1972698/
沉睡魔咒2 / Maleficent: Mistress of Evil,https://movie.douban.com/subject/26426056/
断裂 / Fractured,https://movie.douban.com/subject/30366084/
双子杀手 / Gemini Man,https://movie.douban.com/subject/3097572/
我和我的祖国,https://movie.douban.com/subject/32659890/
续命之徒：绝命毒师电影 / El Camino: A Breaking Bad Movie,https://movie.douban.com/subject/30372377/
月影杀痕 / In the Shadow of the Moon,https://movie.douban.com/subject/30151474/
蝙蝠侠：黑暗骑士 / The Dark Knight,https://movie.douban.com/subject/1851857/
第一滴血5：最后的血 / Rambo: Last Blood,https://movie.douban.com/subject/10546436/
星际探索 / Ad Astra,https://movie.douban.com/subject/24716039/
诛仙1 / 诛仙 Ⅰ,https://movie.douban.com/subject/25779217/
天气之子 / 天気の子,https://movie.douban.com/subject/30402296/
安娜 / Anna,https://movie.douban.com/subject/27166976/
罗小黑战记,https://movie.douban.com/subject/26709258/
我们与恶的距离 / 我們與惡的距離,https://movie.douban.com/subject/30181230/
小丑回魂2 / It: Chapter Two,https://movie.douban.com/subject/27133569/
美国工厂 / American Factory,https://movie.douban.com/subject/30390700/
小丑 / Joker,https://movie.douban.com/subject/27119724/
小欢喜,https://movie.douban.com/subject/26946624/
准备好了没 / Ready or Not,https://movie.douban.com/subject/27594938/
天使陷落 / Angel Has Fallen,https://movie.douban.com/subject/26900949/
好莱坞往事 / Once Upon a Time... in Hollywood,https://movie.douban.com/subject/27087724/
上海堡垒,https://movie.douban.com/subject/26581837/
死寂逃亡 / The Silence,https://movie.douban.com/subject/27050133/
黑袍纠察队 第一季 / The Boys Season 1,https://movie.douban.com/subject/3703650/
烈火英雄,https://movie.douban.com/subject/30221757/
速度与激情：特别行动 / Fast & Furious Presents: Hobbs & Shaw,https://movie.douban.com/subject/27163278/
哪吒之魔童降世,https://movie.douban.com/subject/26794435/
跳舞吧！大象,https://movie.douban.com/subject/30259043/
无主之城,https://movie.douban.com/subject/30191989/
银河补习班,https://movie.douban.com/subject/30282387/
巨鳄风暴 / Crawl,https://movie.douban.com/subject/30210700/
遗落战境 / Oblivion,https://movie.douban.com/subject/3895511/
狮子王 / The Lion King,https://movie.douban.com/subject/26884354/
寄生虫 / 기생충,https://movie.douban.com/subject/27010768/
蜘蛛侠：英雄远征 / Spider-Man: Far from Home,https://movie.douban.com/subject/26931786/
玩具总动员4 / Toy Story 4,https://movie.douban.com/subject/6850547/
痛苦与荣耀 / Dolor y gloria,https://movie.douban.com/subject/30198539/
春潮,https://movie.douban.com/subject/27186348/
黑衣人：全球追缉 / Men in Black International,https://movie.douban.com/subject/19971676/
切尔诺贝利 / Chernobyl,https://movie.douban.com/subject/27098632/
X战警：黑凤凰 / Dark Phoenix,https://movie.douban.com/subject/26667010/
哥斯拉2：怪兽之王 / Godzilla: King of the Monsters,https://movie.douban.com/subject/25890017/
疾速追杀3 / John Wick: Chapter 3 - Parabellum,https://movie.douban.com/subject/26909790/
大侦探皮卡丘 / Pokémon Detective Pikachu,https://movie.douban.com/subject/26835471/
权力的游戏 第八季 / Game of Thrones Season 8,https://movie.douban.com/subject/26584183/
雷霆沙赞！ / Shazam!,https://movie.douban.com/subject/2244426/
小飞象 / Dumbo,https://movie.douban.com/subject/25924056/
海市蜃楼 / Durante la tormenta,https://movie.douban.com/subject/30164448/
"爱，死亡和机器人 第一季 / Love, Death & Robots Season 1",https://movie.douban.com/subject/30424374/
我们 / Us,https://movie.douban.com/subject/27053945/
光,https://movie.douban.com/subject/30238963/
副总统 / Vice,https://movie.douban.com/subject/26920842/
宠儿 / The Favourite,https://movie.douban.com/subject/26628282/
私人战争 / A Private War,https://movie.douban.com/subject/20425292/
疯狂的外星人,https://movie.douban.com/subject/25986662/
驯龙高手3 / How to Train Your Dragon: The Hidden World,https://movie.douban.com/subject/19899707/
新喜剧之王,https://movie.douban.com/subject/4840388/
飞驰人生,https://movie.douban.com/subject/30163509/
流浪地球,https://movie.douban.com/subject/26266893/
阿丽塔：战斗天使 / Alita: Battle Angel,https://movie.douban.com/subject/1652592/
怒晴湘西,https://movie.douban.com/subject/27202985/
绿皮书 / Green Book,https://movie.douban.com/subject/27060077/
黑镜：潘达斯奈基 / Black Mirror: Bandersnatch,https://movie.douban.com/subject/30414462/
“大”人物,https://movie.douban.com/subject/26816076/
密室逃生 / Escape Room,https://movie.douban.com/subject/27109679/
蒙上你的眼 / Bird Box,https://movie.douban.com/subject/27092648/
野梨树 / Ahlat Ağacı,https://movie.douban.com/subject/26878883/
罗马 / Roma,https://movie.douban.com/subject/1950330/
来电狂响,https://movie.douban.com/subject/30377703/
深入敌后 / Behind Enemy Lines,https://movie.douban.com/subject/1305524/
太阳泪 / Tears of the Sun,https://movie.douban.com/subject/1307463/
美国黑帮 / American Gangster,https://movie.douban.com/subject/1578503/
训练日 / Training Day,https://movie.douban.com/subject/1304898/
星河战队：火星叛国者 / Starship Troopers: Traitor of Mars,https://movie.douban.com/subject/27064923/
鬼作秀 / Creepshow,https://movie.douban.com/subject/1296008/
四兄弟 / Four Brothers,https://movie.douban.com/subject/1419976/
机器纪元 / Autómata,https://movie.douban.com/subject/6873819/
刀走偏锋 / Cypher,https://movie.douban.com/subject/1307669/
异次元骇客 / The Thirteenth Floor,https://movie.douban.com/subject/1300282/
火线狙击 / In the Line of Fire,https://movie.douban.com/subject/1295733/
代号47 / Hitman: Agent 47,https://movie.douban.com/subject/21350962/
透明人2 / Hollow Man II,https://movie.douban.com/subject/1779689/
终结者3 / Terminator 3: Rise of the Machines,https://movie.douban.com/subject/1305333/
终结者2：审判日 / Terminator 2: Judgment Day,https://movie.douban.com/subject/1291844/
终结者 / The Terminator,https://movie.douban.com/subject/1300656/
终结者2018 / Terminator Salvation,https://movie.douban.com/subject/1410556/
借刀杀人 / Collateral,https://movie.douban.com/subject/1308762/
西部世界 / Westworld,https://movie.douban.com/subject/1297907/
隔绝 / The Divide,https://movie.douban.com/subject/4846693/
杀人不分左右 / The Last House on the Left,https://movie.douban.com/subject/2977357/
地球停转之日 / The Day the Earth Stood Still,https://movie.douban.com/subject/2225321/
潜龙轰天 / Under Siege,https://movie.douban.com/subject/1301447/
沙丘 / Dune,https://movie.douban.com/subject/1293092/
幽灵船 / Ghost Ship,https://movie.douban.com/subject/1296535/
狼人 / The Wolfman,https://movie.douban.com/subject/2132477/
12回合 / 12 Rounds,https://movie.douban.com/subject/3011355/
弯刀 / Machete,https://movie.douban.com/subject/2081493/
时空线索 / Deja Vu,https://movie.douban.com/subject/1789283/
黑雨 / Black Rain,https://movie.douban.com/subject/1298608/
未来水世界 / Waterworld,https://movie.douban.com/subject/1294037/
决战犹马镇 / 3:10 to Yuma,https://movie.douban.com/subject/1793904/
X档案：我要相信 / The X Files: I Want to Believe,https://movie.douban.com/subject/2298926/
红色警戒999 / Triple 9,https://movie.douban.com/subject/6875396/
地牢围攻 / In the Name of the King: A Dungeon Siege Tale,https://movie.douban.com/subject/1428179/
致命武器 / Lethal Weapon,https://movie.douban.com/subject/1295635/
赶尽杀绝 / Shoot 'Em Up,https://movie.douban.com/subject/1947080/
绝密飞行 / Stealth,https://movie.douban.com/subject/1309200/
剑鱼行动 / Swordfish,https://movie.douban.com/subject/1304608/
惊变28周 / 28 Weeks Later,https://movie.douban.com/subject/1758487/
诸神混乱之女神陷阱 / Immortel (ad vitam),https://movie.douban.com/subject/1308835/
启示 / Apocalypto,https://movie.douban.com/subject/1450031/
浪人 / Ronin,https://movie.douban.com/subject/1295527/
雪盲 / Whiteout,https://movie.douban.com/subject/2024935/
鬼讯号2：灵异透视 / White Noise 2: The Light,https://movie.douban.com/subject/1578484/
致命报应 / The Reaping,https://movie.douban.com/subject/1857086/
惊变28天 / 28 Days Later...,https://movie.douban.com/subject/1306421/
阿帕鲁萨镇 / Appaloosa,https://movie.douban.com/subject/2037910/
致命对决 / Killing Season,https://movie.douban.com/subject/3887988/
阿波罗18号 / Apollo 18,https://movie.douban.com/subject/5365963/
星河战队3：掠夺者 / Starship Troopers 3: Marauder,https://movie.douban.com/subject/3006123/
世界末日 / Armageddon,https://movie.douban.com/subject/1292769/
星河战队 / Starship Troopers,https://movie.douban.com/subject/1295384/
守日人 / Дневной дозор,https://movie.douban.com/subject/1475572/
星河战队：入侵 / Starship Troopers: Invasion,https://movie.douban.com/subject/7162552/
贝奥武夫 / Beowulf,https://movie.douban.com/subject/1792917/
杀戮指令 / Kill Command,https://movie.douban.com/subject/24746649/
终极标靶 / Hard Target,https://movie.douban.com/subject/1295871/
守夜人 / Ночной дозор,https://movie.douban.com/subject/1414803/
进化危机 / Evolution,https://movie.douban.com/subject/1297611/
灭顶之灾 / The Happening,https://movie.douban.com/subject/2073674/
鬼玩人 / The Evil Dead,https://movie.douban.com/subject/1292501/
特警判官 / Judge Dredd,https://movie.douban.com/subject/1296628/
天兆 / Signs,https://movie.douban.com/subject/1298328/
杀手：代号47 / Hitman,https://movie.douban.com/subject/1937621/
叛国者 / Traitor,https://movie.douban.com/subject/2158328/
鹰眼 / Eagle Eye,https://movie.douban.com/subject/2264715/
末日危途 / The Road,https://movie.douban.com/subject/2252773/
太空运输 / Cargo,https://movie.douban.com/subject/3148956/
夺金三王 / Three Kings,https://movie.douban.com/subject/1294202/
染血王国 / The Kingdom,https://movie.douban.com/subject/1929436/
机器战警 / RoboCop,https://movie.douban.com/subject/1294791/
星河战队2：联邦英雄 / Starship Troopers 2: Hero of the Federation,https://movie.douban.com/subject/1422938/
火星任务 / Mission to Mars,https://movie.douban.com/subject/1303447/
街头之王 / Street Kings,https://movie.douban.com/subject/1867415/
佛莱迪大战杰森 / Freddy vs. Jason,https://movie.douban.com/subject/1302429/
惩罚者2：战争特区 / Punisher: War Zone,https://movie.douban.com/subject/1871800/
怪兽 / Monsters,https://movie.douban.com/subject/3871833/
嗜血破晓 / Daybreakers,https://movie.douban.com/subject/1972732/
末日侵袭 / Doomsday,https://movie.douban.com/subject/2028640/
变蝇人 / The Fly,https://movie.douban.com/subject/1293073/
X档案：征服未来 / The X Files,https://movie.douban.com/subject/1293330/
星际传奇2 / The Chronicles of Riddick,https://movie.douban.com/subject/1308859/
红色星球 / Red Planet,https://movie.douban.com/subject/1304496/
艾利之书 / The Book of Eli,https://movie.douban.com/subject/3205571/
马克思·佩恩 / Max Payne,https://movie.douban.com/subject/2117922/
魔兽战场 / Outlander,https://movie.douban.com/subject/2049689/
昆池岩 / 곤지암,https://movie.douban.com/subject/26945085/
犬之岛 / Isle of Dogs,https://movie.douban.com/subject/26640371/
撞死了一只羊,https://movie.douban.com/subject/30283179/
过春天,https://movie.douban.com/subject/27191431/
花牌情缘：结 / ちはやふる 結び,https://movie.douban.com/subject/26784898/
我的冠军男友 / Mario,https://movie.douban.com/subject/30159390/
诡怪疑云 / Aterrados,https://movie.douban.com/subject/27188152/
超时空接触 / Contact,https://movie.douban.com/subject/1295647/
斯巴达300勇士 / 300,https://movie.douban.com/subject/1853176/
风云Ⅱ / 風雲Ⅱ,https://movie.douban.com/subject/2997155/
驱魔人 / The Exorcist,https://movie.douban.com/subject/1293755/
杀出个黎明 / From Dusk Till Dawn,https://movie.douban.com/subject/1301409/
恐怖解剖室 / Pathology,https://movie.douban.com/subject/2060184/
赏金杀手 / Bounty Killer,https://movie.douban.com/subject/19899478/
壮志凌云 / Top Gun,https://movie.douban.com/subject/1293799/
潜伏者 / The Infiltrator,https://movie.douban.com/subject/3428500/
午夜逃亡 / Midnight Special,https://movie.douban.com/subject/24716033/
独行杀手 / Le samouraï,https://movie.douban.com/subject/1300966/
给爸爸的信 / 給爸爸的信,https://movie.douban.com/subject/1299250/
警察有约,https://movie.douban.com/subject/1456774/
波拉特 / Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,https://movie.douban.com/subject/1870044/
金牌制作人 / The Producers,https://movie.douban.com/subject/1479817/
断箭 / 부러진 화살,https://movie.douban.com/subject/6829665/
埋伏,https://movie.douban.com/subject/1300019/
喋血双雄 / 喋血雙雄,https://movie.douban.com/subject/1296519/
虎兄虎弟 / Deux frères,https://movie.douban.com/subject/1309135/
异形3 / Alien³,https://movie.douban.com/subject/1297929/
深藏不露 / INSiDE,https://movie.douban.com/subject/4829835/
12勇士 / 12 Strong,https://movie.douban.com/subject/3660130/
B+侦探 / B+偵探,https://movie.douban.com/subject/4118060/
疯狂的心 / Crazy Heart,https://movie.douban.com/subject/3182864/
超验骇客 / Transcendence,https://movie.douban.com/subject/10810745/
蝙蝠侠：元年 / Batman: Year One,https://movie.douban.com/subject/5150481/
侏罗纪公园3 / Jurassic Park III,https://movie.douban.com/subject/1304643/
惊声尖叫2 / Scream 2,https://movie.douban.com/subject/1299495/
会计刺客 / The Accountant,https://movie.douban.com/subject/24325861/
惊声尖叫3 / Scream 3,https://movie.douban.com/subject/1293133/
叶问前传,https://movie.douban.com/subject/4134631/
空中营救 / Non-Stop,https://movie.douban.com/subject/10598440/
洛奇2 / Rocky II,https://movie.douban.com/subject/1295281/
变形金刚大电影 / The Transformers: The Movie,https://movie.douban.com/subject/1296109/
阿尔法：狼伴归途 / Alpha,https://movie.douban.com/subject/26810318/
局内人 / Inside Man,https://movie.douban.com/subject/1441801/
捕蝇纸 / Flypaper,https://movie.douban.com/subject/4132407/
第九道门 / The Ninth Gate,https://movie.douban.com/subject/1294789/
不准掉头 / U Turn,https://movie.douban.com/subject/1292228/
阿基拉 / Akira,https://movie.douban.com/subject/1302770/
透明人 / Hollow Man,https://movie.douban.com/subject/1293470/
生于七月四日 / Born on the Fourth of July,https://movie.douban.com/subject/1292874/
龙的传人 / 龍的傳人,https://movie.douban.com/subject/1306057/
加菲猫2 / Garfield: A Tail of Two Kitties,https://movie.douban.com/subject/1760104/
疯狂的麦克斯6 / Mad Max 6,https://movie.douban.com/subject/26635029/
疯狂的麦克斯3 / Mad Max Beyond Thunderdome,https://movie.douban.com/subject/1294383/
疯狂的麦克斯5：废土 / Mad Max: The Wasteland,https://movie.douban.com/subject/26362789/
疯狂的麦克斯 / Mad Max,https://movie.douban.com/subject/1295670/
疯狂的麦克斯2 / Mad Max 2,https://movie.douban.com/subject/1292453/
大搜查之女,https://movie.douban.com/subject/3136488/
公众之敌 / Public Enemies,https://movie.douban.com/subject/2369549/
罪孽 / The Debt,https://movie.douban.com/subject/3059403/
穿越火线 / Август. Восьмого,https://movie.douban.com/subject/10555084/
太平间闹鬼事件 / The Haunting in Connecticut,https://movie.douban.com/subject/2252775/
危狱惊情 / Stone,https://movie.douban.com/subject/3706862/
神秘河 / Mystic River,https://movie.douban.com/subject/1307748/
偷听女人心 / What Women Want,https://movie.douban.com/subject/1295078/
稻草狗 / Straw Dogs,https://movie.douban.com/subject/3230125/
百货战警2 / Paul Blart: Mall Cop 2,https://movie.douban.com/subject/25833539/
宠物坟场 / Pet Sematary,https://movie.douban.com/subject/1303897/
"纳尼亚传奇1：狮子、女巫和魔衣橱 / The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",https://movie.douban.com/subject/1309052/
大力士 / Hercules,https://movie.douban.com/subject/1299800/
月球漫步 / Moonwalker,https://movie.douban.com/subject/1297503/
灯红酒绿杀人夜 / Prom Night,https://movie.douban.com/subject/2230926/
波普先生的企鹅 / Mr. Popper's Penguins,https://movie.douban.com/subject/3602084/
航班蛇患 / Snakes on a Plane,https://movie.douban.com/subject/1482080/
最终幻想：灵魂深处 / Final Fantasy: The Spirits Within,https://movie.douban.com/subject/1304602/
星尘 / Stardust,https://movie.douban.com/subject/1867335/
虎胆龙威6：麦克莱恩 / McClane,https://movie.douban.com/subject/26641707/
虎胆龙威4 / Live Free or Die Hard,https://movie.douban.com/subject/1401535/
虎胆龙威3 / Die Hard: With a Vengeance,https://movie.douban.com/subject/1299837/
虎胆龙威2 / Die Hard 2,https://movie.douban.com/subject/1300537/
虎胆龙威5 / A Good Day to Die Hard,https://movie.douban.com/subject/4312428/
绿野仙踪 / The Wizard of Oz,https://movie.douban.com/subject/1292625/
记忆裂痕 / Paycheck,https://movie.douban.com/subject/1308715/
戴夫号飞船 / Meet Dave,https://movie.douban.com/subject/1929441/
高楼大劫案 / Tower Heist,https://movie.douban.com/subject/2133293/
歌剧魅影 / The Phantom of the Opera,https://movie.douban.com/subject/1291554/
幸福的黄手帕 / 幸福の黄色いハンカチ,https://movie.douban.com/subject/1305294/
惊天战神 / Immortals,https://movie.douban.com/subject/3131599/
体热 / Body Heat,https://movie.douban.com/subject/1296501/
实尾岛 / 실미도,https://movie.douban.com/subject/1389982/
高中学生会长暗杀事件 / Assassination of a High School President,https://movie.douban.com/subject/2132466/
西雅图未眠夜 / Sleepless in Seattle,https://movie.douban.com/subject/1298128/
茜茜公主 / Sissi,https://movie.douban.com/subject/1304056/
足迹 / Sleuth,https://movie.douban.com/subject/1887455/
疯狂店员 / Clerks,https://movie.douban.com/subject/1298320/
开国大典,https://movie.douban.com/subject/3147497/
茜茜公主3 / Sissi - Schicksalsjahre einer Kaiserin,https://movie.douban.com/subject/1297644/
牛仔和外星人 / Cowboys & Aliens,https://movie.douban.com/subject/2210143/
灵魂战车 / Ghost Rider,https://movie.douban.com/subject/1482077/
黑夜传说3：狼族崛起 / Underworld: Rise of the Lycans,https://movie.douban.com/subject/2132941/
奇异的恩典 / Amazing Grace,https://movie.douban.com/subject/1947282/
极度深寒 / Deep Rising,https://movie.douban.com/subject/1293515/
我的超级前女友 / My Super Ex-Girlfriend,https://movie.douban.com/subject/1482075/
老无所依 / No Country for Old Men,https://movie.douban.com/subject/1857099/
美国甜心 / America's Sweethearts,https://movie.douban.com/subject/1304114/
失眠症 / Insomnia,https://movie.douban.com/subject/1307210/
007之黄金眼 / GoldenEye,https://movie.douban.com/subject/1292677/
约会电影 / Date Movie,https://movie.douban.com/subject/1478285/
激情年代 / The Crucible,https://movie.douban.com/subject/1301500/
甲午风云,https://movie.douban.com/subject/1394315/
百万美元酒店 / The Million Dollar Hotel,https://movie.douban.com/subject/1296124/
大地惊雷 / True Grit,https://movie.douban.com/subject/3626372/
缺席的人 / The Man Who Wasn't There,https://movie.douban.com/subject/1306032/
为了她 / Pour elle,https://movie.douban.com/subject/3068237/
南京1937,https://movie.douban.com/subject/1297607/
盗火线 / Heat,https://movie.douban.com/subject/1295686/
贝隆夫人 / Evita,https://movie.douban.com/subject/1295804/
拜见岳父大人3 / Little Fockers,https://movie.douban.com/subject/3078753/
宾虚 / Ben-Hur,https://movie.douban.com/subject/25731059/
巴顿将军 / Patton,https://movie.douban.com/subject/1298308/
珍珠港 / Pearl Harbor,https://movie.douban.com/subject/1302987/
布鲁克斯先生 / Mr. Brooks,https://movie.douban.com/subject/1949321/
吸血鬼女王 / Queen of the Damned,https://movie.douban.com/subject/1306601/
第三类接触 / Close Encounters of the Third Kind,https://movie.douban.com/subject/1298405/
反斗神鹰2 / Hot Shots! Part Deux,https://movie.douban.com/subject/1305309/
圣诞颂歌 / A Christmas Carol,https://movie.douban.com/subject/2267372/
怪物史瑞克3 / Shrek the Third,https://movie.douban.com/subject/1433673/
第十一个小时 / The 11th Hour,https://movie.douban.com/subject/1945781/
超人 / Superman,https://movie.douban.com/subject/1300916/
的士速递 / Taxi,https://movie.douban.com/subject/1294262/
憨豆特工 / Johnny English,https://movie.douban.com/subject/1307389/
十三号星期五 / Friday the 13th,https://movie.douban.com/subject/1293143/
蝙蝠侠 / Batman,https://movie.douban.com/subject/1297970/
木乃伊 / The Mummy,https://movie.douban.com/subject/1295229/
众矢之的 / Fair Game,https://movie.douban.com/subject/3073202/
自娱自乐,https://movie.douban.com/subject/1316581/
末世纪暴潮 / Strange Days,https://movie.douban.com/subject/1293932/
铁血战士2 / Predator 2,https://movie.douban.com/subject/1302718/
惊声尖笑2 / Scary Movie 2,https://movie.douban.com/subject/1308207/
入侵脑细胞 / The Cell,https://movie.douban.com/subject/1293171/
新龙凤配 / Sabrina,https://movie.douban.com/subject/1301221/
芳心谋杀案 / Lonely Hearts,https://movie.douban.com/subject/1428053/
通缉令 / Wanted,https://movie.douban.com/subject/1945336/
来电惊魂 / When a Stranger Calls,https://movie.douban.com/subject/1461348/
恐龙 / Dinosaur,https://movie.douban.com/subject/1298694/
海神号 / Poseidon,https://movie.douban.com/subject/1473795/
人类之子 / Children of Men,https://movie.douban.com/subject/1478064/
马利和我 / Marley & Me,https://movie.douban.com/subject/2297275/
慕尼黑 / Munich,https://movie.douban.com/subject/1438338/
鬼马小精灵 / Casper,https://movie.douban.com/subject/1305217/
伯纳德行动 / Die Fälscher,https://movie.douban.com/subject/2381810/
